Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63
SRR6984622 - polya	(1, 0.002994952167427767)	(2, 0.0055916394189741815)	(3, 0.009007159337572656)	(4, 0.01339444565092163)	(5, 0.01711264690558993)	(6, 0.020244602204080885)	(7, 0.025249995666877714)	(8, 0.031695515065501514)	(9, 0.04161709064993776)	(10, 0.05168522772341833)	(11, 0.056617340441693)	(12, 0.061214910630627326)	(13, 0.0658092947002346)	(14, 0.07077008249245272)	(15, 0.07529118581753783)	(16, 0.07994929227368612)	(17, 0.085145852896106)	(18, 0.09050171948487842)	(19, 0.09587033055095905)	(20, 0.10150020340185784)	(21, 0.10831849876174658)	(22, 0.1150284660645156)	(23, 0.11962922237277698)	(24, 0.12446893763056717)	(25, 0.12912067184806136)	(26, 0.13348884144544804)	(27, 0.13872682161911956)	(28, 0.14260751495946747)	(29, 0.14712224604589846)	(30, 0.1515190907172286)	(31, 0.15595416882048332)	(32, 0.1603032217019077)	(33, 0.16450571309428771)	(34, 0.16900769970341054)	(35, 0.17379962317129496)	(36, 0.18078359673619035)	(37, 0.18656640331478758)	(38, 0.19239062944463647)	(39, 0.1984378839273789)	(40, 0.20394349812452273)	(41, 0.2091400587469426)	(42, 0.21434617772734363)	(43, 0.21914447343388216)	(44, 0.2240574694361945)	(45, 0.2288016011141732)	(46, 0.23356484950811415)	(47, 0.2384651010331183)	(48, 0.24330800241023554)	(49, 0.24806169244619536)	(50, 0.2536501457458425)	(51, 0.2584771165263245)	(52, 0.2632945289488253)	(53, 0.2683413419628738)	(54, 0.2731364515500853)	(55, 0.27811316993893864)	(56, 0.2826119704287344)	(57, 0.2873592882260401)	(58, 0.2922977731829689)	(59, 0.2972075830659542)	(60, 0.3025284023421291)	(61, 0.30737448983857335)	(62, 0.31257742269964733)	(63, 0.31786956690187873)	(64, 0.323716095867017)
SRR6984622 - polyg	(1, 0.06151121972804305)	(2, 0.39158999589118054)	(3, 0.3921029611028357)	(4, 0.39237059512630795)	(5, 0.3931097748101838)	(6, 0.39406242448897194)	(7, 0.39416438030743756)	(8, 0.39428226672253847)	(9, 0.39455627298466484)	(10, 0.394881257156024)	(11, 0.39527952207190536)	(12, 0.395696903703749)	(13, 0.39622579951203946)	(14, 0.3966622978598454)	(15, 0.39705737665639973)	(16, 0.3974301526176647)	(17, 0.39783797589152714)	(18, 0.398264915881352)	(19, 0.3986663669165604)	(20, 0.39912198198032867)	(21, 0.3994628967483231)	(22, 0.3998197421129528)	(23, 0.4002339376254694)	(24, 0.4006736220926024)	(25, 0.40112923715637067)	(26, 0.4016899941579316)	(27, 0.40215198146035397)	(28, 0.4027477857745125)	(29, 0.4034264291911743)	(30, 0.40416242275572306)	(31, 0.4047996466211332)	(32, 0.4055706874982795)	(33, 0.4063735895686963)	(34, 0.4071956083550754)	(35, 0.4080781634086685)	(36, 0.4089192989110099)	(37, 0.4098400873965276)	(38, 0.4108851345358003)	(39, 0.41191743719776475)	(40, 0.4130453234395407)	(41, 0.41420188475526015)	(42, 0.41570573307762815)	(43, 0.4178722942200227)	(44, 0.4196023570146113)	(45, 0.4212017889167908)	(46, 0.4226355426139637)	(47, 0.4238749430321864)	(48, 0.42593317611746123)	(49, 0.42760907488349)	(50, 0.4286891693353602)	(51, 0.42994131423089116)	(52, 0.4310373392793967)	(53, 0.4321811561178079)	(54, 0.43336957862679787)	(55, 0.434695004266851)	(56, 0.4361542469186403)	(57, 0.43741276405282536)	(58, 0.4386903979029727)	(59, 0.44073588651093937)	(60, 0.4420995455829171)	(61, 0.44334531823979395)	(62, 0.4449829835738981)	(63, 0.4467003018911785)	(64, 0.4485578094588491)
SRR6984623 - illumina_universal_adapter	(1, 7.186028714825597e-05)	(2, 8.920587370128328e-05)	(3, 0.00024531615267852903)	(4, 0.0003865587860388942)	(5, 0.00044107348663412286)	(6, 0.002383779180573181)	(7, 0.0024283821174238226)	(8, 0.0024729850542744643)	(9, 0.002557235046103454)	(10, 0.002646440919804737)	(11, 0.002700955620399966)	(12, 0.0027777717894205156)	(13, 0.002914058540908587)	(14, 0.0029809629461845497)	(15, 0.0031048599929918872)	(16, 0.0033600879094150037)	(17, 0.0035137202474561026)	(18, 0.0036252275895827064)	(19, 0.003825940805410594)	(20, 0.003999396670940867)	(21, 0.004182764300215727)	(22, 0.004437992216638843)	(23, 0.0046510951371474644)	(24, 0.004913756876379021)	(25, 0.005171462733738284)	(26, 0.005585278870074792)	(27, 0.005969359715177539)	(28, 0.006474859666151478)	(29, 0.007022484613039911)	(30, 0.007629580142395867)	(31, 0.00816233744366742)	(32, 0.008809080028001725)	(33, 0.00953016084042043)	(34, 0.01024132988909455)	(35, 0.011096219512065181)	(36, 0.011943675312227372)	(37, 0.012860513458601673)	(38, 0.013960719234250834)	(39, 0.015093138242069901)	(40, 0.0163544101785686)	(41, 0.017672674756598675)	(42, 0.019394843707220673)	(43, 0.021183917063118632)	(44, 0.022868916899698426)	(45, 0.024682769664957853)	(46, 0.02662051947702462)	(47, 0.028706945745260188)	(48, 0.0313360410785119)	(49, 0.03448550400835443)	(50, 0.03819498158976612)	(51, 0.042367834126237264)	(52, 0.046691841059813353)	(53, 0.05132311266947165)	(54, 0.056338465124232684)	(55, 0.06134142787431299)	(56, 0.06651041266711512)	(57, 0.0721848974108912)	(58, 0.07878613206478616)	(59, 0.08617782987731194)	(60, 0.0948927481497401)	(61, 0.10557267358453261)	(62, 0.11784839298220365)	(63, 0.13066182556301853)	(64, 0.14415669190127378)
SRR6984623 - polya	(1, 0.0063435287965356996)	(2, 0.008132602152433659)	(3, 0.010513903392070693)	(4, 0.013395748700809373)	(5, 0.016024844034061084)	(6, 0.018066667365446012)	(7, 0.02207101991825917)	(8, 0.02673450476008737)	(9, 0.03420054080069755)	(10, 0.040990098965739664)	(11, 0.04506878974663723)	(12, 0.048223208558352056)	(13, 0.05152630382623568)	(14, 0.0545692152958239)	(15, 0.05745353854549873)	(16, 0.06044936913730015)	(17, 0.06381441292858746)	(18, 0.06712741996021566)	(19, 0.07084185342349966)	(20, 0.0753170147541807)	(21, 0.08109557301727494)	(22, 0.08700794009092111)	(23, 0.09007315302893465)	(24, 0.09314579978975662)	(25, 0.0961862333184087)	(26, 0.09907799039089196)	(27, 0.10285932825945192)	(28, 0.10509195304292014)	(29, 0.10760954103404524)	(30, 0.11023120254448852)	(31, 0.1133038493053105)	(32, 0.11605684168536955)	(33, 0.11867602525487667)	(34, 0.12156282644548765)	(35, 0.12434307617584431)	(36, 0.1301563256120446)	(37, 0.13395253112622144)	(38, 0.13735722197248706)	(39, 0.14129467012002428)	(40, 0.14495706682364917)	(41, 0.1480644047575772)	(42, 0.1510627132903148)	(43, 0.1540461541774355)	(44, 0.15701720535987546)	(45, 0.1597974550902321)	(46, 0.1624934548287598)	(47, 0.16531087367315864)	(48, 0.16801926311636706)	(49, 0.1710844760543806)	(50, 0.17406296105962898)	(51, 0.17688533578590016)	(52, 0.17992081343267993)	(53, 0.18304797489409713)	(54, 0.1858976069706659)	(55, 0.18912140812859285)	(56, 0.19219405488941482)	(57, 0.1951774957765355)	(58, 0.1981287234314863)	(59, 0.20116667901920224)	(60, 0.2042492375437688)	(61, 0.2072326784308895)	(62, 0.21036231783324286)	(63, 0.21362576604614814)	(64, 0.21776640535044936)
SRR6984623 - polyg	(1, 0.04116851071314223)	(2, 0.33374643086679834)	(3, 0.33418998229436864)	(4, 0.3343906955101965)	(5, 0.33496557780738256)	(6, 0.3355924968642277)	(7, 0.3356668350923121)	(8, 0.3358031218438002)	(9, 0.33603357035086184)	(10, 0.3362987100310295)	(11, 0.33665553352583466)	(12, 0.3370123570206398)	(13, 0.3373741363973172)	(14, 0.3376690113687187)	(15, 0.33807043780037443)	(16, 0.33840000394488196)	(17, 0.3387345259712618)	(18, 0.33908391564325846)	(19, 0.3394110038468299)	(20, 0.3398173861603579)	(21, 0.340139518482057)	(22, 0.34046165080375607)	(23, 0.34076148165702985)	(24, 0.341135650738388)	(25, 0.3415122977606823)	(26, 0.34191372419233806)	(27, 0.34235727561990836)	(28, 0.3429495035036474)	(29, 0.3437771357763204)	(30, 0.34444617982908005)	(31, 0.3450161062443938)	(32, 0.3458412605761307)	(33, 0.3465747310932301)	(34, 0.34735528248811637)	(35, 0.34820769417015085)	(36, 0.3491790470171204)	(37, 0.3501950028009405)	(38, 0.3513695468046741)	(39, 0.35265807609147043)	(40, 0.354018465665415)	(41, 0.35554735522301756)	(42, 0.3574851050350843)	(43, 0.36054040620935324)	(44, 0.36306790596422295)	(45, 0.36541203808981776)	(46, 0.367272971732864)	(47, 0.36887619951855094)	(48, 0.3717729124729065)	(49, 0.37399810343356626)	(50, 0.37541548564904226)	(51, 0.3767287943452)	(52, 0.3780470589232301)	(53, 0.3791918676357299)	(54, 0.38060429396933354)	(55, 0.381996896775448)	(56, 0.3835629554470928)	(57, 0.3850992788275038)	(58, 0.38659347721200027)	(59, 0.3891011534393808)	(60, 0.3906226091741749)	(61, 0.3920276016849701)	(62, 0.39375224857652824)	(63, 0.3958535424903807)	(64, 0.3982868804896768)
SRR6984624 - illumina_universal_adapter	(1, 7.705638446820692e-05)	(2, 0.00011701154678505496)	(3, 0.0002083376320807076)	(4, 0.00029395583704538194)	(5, 0.0003396188796932083)	(6, 0.0008362044684883195)	(7, 0.0008561820496467436)	(8, 0.0008989911521290807)	(9, 0.0009846093570937552)	(10, 0.0010502499809000054)	(11, 0.001081643322720386)	(12, 0.0011158906047062558)	(13, 0.0011815312285125062)	(14, 0.0012271942711603325)	(15, 0.0012899809548010937)	(16, 0.001395576740924192)	(17, 0.0014697791852269098)	(18, 0.0015354198090331602)	(19, 0.0016067683131703887)	(20, 0.0017038022787970197)	(21, 0.0018036901845891397)	(22, 0.0019321174920361513)	(23, 0.0020348593379937606)	(24, 0.002180410286433707)	(25, 0.002354500636528545)	(26, 0.002534298866954361)	(27, 0.0027283667982076227)	(28, 0.0030080529344255593)	(29, 0.003316278472298387)	(30, 0.0036644591724880626)	(31, 0.004035471394001651)	(32, 0.004409337555680729)	(33, 0.004857406161662525)	(34, 0.005279789306154918)	(35, 0.005787790655611987)	(36, 0.006298645945234544)	(37, 0.006766692132374763)	(38, 0.007408828669609821)	(39, 0.008076650668334281)	(40, 0.00881582117119597)	(41, 0.009703396562663094)	(42, 0.010673736218929404)	(43, 0.011892368669593268)	(44, 0.013096731419429688)	(45, 0.0142240377847979)	(46, 0.015576805423239755)	(47, 0.01692957306168161)	(48, 0.018747532947098196)	(49, 0.020810931686746848)	(50, 0.023399455416845502)	(51, 0.026527373838221603)	(52, 0.029792281387541187)	(53, 0.033242695047617565)	(54, 0.03685578329712682)	(55, 0.04083702982798418)	(56, 0.044898186683475234)	(57, 0.049635727358187214)	(58, 0.055315068287510614)	(59, 0.061956187052603855)	(60, 0.07010418622507536)	(61, 0.08031558413719553)	(62, 0.0918397945254407)	(63, 0.10387486020330843)	(64, 0.11619246595755957)
SRR6984624 - polya	(1, 0.006358578688709816)	(2, 0.009603508656870974)	(3, 0.014146981400329692)	(4, 0.01836510496492265)	(5, 0.02206095747923109)	(6, 0.024894920063561813)	(7, 0.031407611521208044)	(8, 0.038117224850273024)	(9, 0.049296108478494007)	(10, 0.05774947924867285)	(11, 0.06479014963693458)	(12, 0.06921946477377373)	(13, 0.07412824185841506)	(14, 0.07841200604681427)	(15, 0.08248743260313277)	(16, 0.08723068115817573)	(17, 0.09258752684879885)	(18, 0.09869495880294563)	(19, 0.10654614819820626)	(20, 0.11561026216379978)	(21, 0.1294661416672496)	(22, 0.14082482352589637)	(23, 0.1463357819854559)	(24, 0.15113610934380867)	(25, 0.15607913371043586)	(26, 0.16044280822346876)	(27, 0.1675319955945438)	(28, 0.171033780177599)	(29, 0.17454412658115062)	(30, 0.1784140694455539)	(31, 0.1828833397447099)	(32, 0.1869359347797045)	(33, 0.191408059019026)	(34, 0.19581168869437574)	(35, 0.19996702557532794)	(36, 0.21084909942633806)	(37, 0.2171163520297522)	(38, 0.22264728807047018)	(39, 0.22846932600806802)	(40, 0.23354363162230773)	(41, 0.23824121713470287)	(42, 0.2427276110748518)	(43, 0.2469885437419271)	(44, 0.2510525545375836)	(45, 0.2550851719914198)	(46, 0.25947167802577664)	(47, 0.26382679071831305)	(48, 0.26819331917151146)	(49, 0.27276818525679053)	(50, 0.27760561383729465)	(51, 0.2822974914693588)	(52, 0.2867781775291768)	(53, 0.2914243921185931)	(54, 0.29577665087096405)	(55, 0.30038005635789805)	(56, 0.30543153045081384)	(57, 0.3099293401516247)	(58, 0.31499793788553343)	(59, 0.3199752095341465)	(60, 0.32497816664424894)	(61, 0.32975280854111233)	(62, 0.33478430505286966)	(63, 0.3397701385219792)	(64, 0.3455350976562673)
SRR6984624 - polyg	(1, 0.06374275359620006)	(2, 0.3576957367014165)	(3, 0.3580867265040885)	(4, 0.35830077201650024)	(5, 0.3592283025702842)	(6, 0.36021005798721245)	(7, 0.36029282225201165)	(8, 0.36042124955945865)	(9, 0.36068666599484916)	(10, 0.36092639696875023)	(11, 0.36129455525009835)	(12, 0.36165415171094994)	(13, 0.3620679730349459)	(14, 0.3623819064531497)	(15, 0.36278716595664917)	(16, 0.36307826785352904)	(17, 0.3633608079299125)	(18, 0.36367759528828175)	(19, 0.36410854025327066)	(20, 0.36449953005594266)	(21, 0.36479348589298805)	(22, 0.36518162175549457)	(23, 0.3655383642761807)	(24, 0.3658779831558739)	(25, 0.36618335475358127)	(26, 0.3665971760775772)	(27, 0.36695106465809785)	(28, 0.36742481872556904)	(29, 0.36797277523734295)	(30, 0.36857210267209567)	(31, 0.36909722766254566)	(32, 0.36973080237928424)	(33, 0.37031015223287855)	(34, 0.37088379420614187)	(35, 0.3715830095466867)	(36, 0.37228222488723156)	(37, 0.37309274389423047)	(38, 0.37388613926023645)	(39, 0.3747622988910416)	(40, 0.37575261612846633)	(41, 0.3767315176052291)	(42, 0.3781099707051604)	(43, 0.38000784091521067)	(44, 0.38156609224556776)	(45, 0.3832299393620479)	(46, 0.38455987547916587)	(47, 0.3857613842888368)	(48, 0.3880131430794077)	(49, 0.3895970798712542)	(50, 0.39047894738239036)	(51, 0.39152919736329034)	(52, 0.39247385155806724)	(53, 0.3933500111888724)	(54, 0.3943232047853042)	(55, 0.3953820165867007)	(56, 0.39641799686677326)	(57, 0.39736550500171564)	(58, 0.39852420470890426)	(59, 0.4002222991073703)	(60, 0.4014209539768757)	(61, 0.40253684458158195)	(62, 0.40382682553638305)	(63, 0.4052081325764798)	(64, 0.4068434402913051)
SRR6984625 - illumina_universal_adapter	(1, 1.0254750915005786e-05)	(2, 1.3673001220007716e-05)	(3, 2.3927752135013505e-05)	(4, 4.1019003660023146e-05)	(5, 5.1273754575028934e-05)	(6, 0.00013673001220007716)	(7, 0.00014356651281008102)	(8, 0.00016065776433509067)	(9, 0.0001743307655550984)	(10, 0.00018458551647010417)	(11, 0.00020851326860511768)	(12, 0.00021876801952012346)	(13, 0.0002324410207401312)	(14, 0.00026320527348514856)	(15, 0.00029055127592516396)	(16, 0.0003076425274501736)	(17, 0.0003486615311101968)	(18, 0.00036917103294020835)	(19, 0.0004272812881252411)	(20, 0.00048539154331027394)	(21, 0.000529828797275299)	(22, 0.0005811025518503279)	(23, 0.0006802318106953839)	(24, 0.0007896158204554456)	(25, 0.0008989998302155074)	(26, 0.0010459845933305904)	(27, 0.001199805857055677)	(28, 0.0014083191256607948)	(29, 0.0017227981537209724)	(30, 0.001992839927816125)	(31, 0.0022936459546562945)	(32, 0.002666235237901505)	(33, 0.003086680025416742)	(34, 0.0034387598068319407)	(35, 0.0038250220912971586)	(36, 0.004317250135217436)	(37, 0.004809478179137714)	(38, 0.0055068012413581075)	(39, 0.00614943229869847)	(40, 0.0068672648627488755)	(41, 0.0076773901850343326)	(42, 0.008504606758844799)	(43, 0.009458298593940338)	(44, 0.01057948469398097)	(45, 0.011751944548596632)	(46, 0.013091898668157388)	(47, 0.014428434537413142)	(48, 0.016113631937779094)	(49, 0.01823294712688029)	(50, 0.020618885839771638)	(51, 0.023356904334078183)	(52, 0.0264025653558349)	(53, 0.02968408564863675)	(54, 0.03321513821370375)	(55, 0.03679404628304076)	(56, 0.040817326892028036)	(57, 0.04524396103700554)	(58, 0.0501525684749883)	(59, 0.05608323275416665)	(60, 0.06288555086112049)	(61, 0.0712500093574602)	(62, 0.0806365246949955)	(63, 0.09074770909719121)	(64, 0.10127592003659716)
SRR6984625 - polya	(1, 0.0028747485065066226)	(2, 0.005356398227938023)	(3, 0.00947880809577035)	(4, 0.012832111644977242)	(5, 0.016144396190524112)	(6, 0.01870808391927556)	(7, 0.02560611303476945)	(8, 0.031608560570352835)	(9, 0.042693946309474096)	(10, 0.050436283250303464)	(11, 0.05828458595058789)	(12, 0.06259158133489032)	(13, 0.067339531008538)	(14, 0.07099022233428007)	(15, 0.07470586041581716)	(16, 0.0790333653019496)	(17, 0.08352494620272213)	(18, 0.08884032542700014)	(19, 0.09655531636538948)	(20, 0.10554531466754456)	(21, 0.12062663501321308)	(22, 0.13277851484749492)	(23, 0.138244297085193)	(24, 0.14287602624847062)	(25, 0.14772310518096338)	(26, 0.15196173555916576)	(27, 0.15940326647315495)	(28, 0.1624831099979617)	(29, 0.1658637595496086)	(30, 0.1691965535969855)	(31, 0.17343860222549287)	(32, 0.1770106737942199)	(33, 0.18082885938490706)	(34, 0.1853546227887296)	(35, 0.18896771336111665)	(36, 0.20065812940422323)	(37, 0.20640420816693147)	(38, 0.21100859132776908)	(39, 0.2160026550233769)	(40, 0.22051132717567445)	(41, 0.2245516990361867)	(42, 0.22848610513724393)	(43, 0.2323145454788461)	(44, 0.2360267653100782)	(45, 0.23944501561508014)	(46, 0.24323585520332727)	(47, 0.2468284362738843)	(48, 0.25042785384505134)	(49, 0.25425629418665346)	(50, 0.2581804455367957)	(51, 0.2620328136305329)	(52, 0.26568692320657994)	(53, 0.269347869283237)	(54, 0.27301223361019905)	(55, 0.2767654724450912)	(56, 0.2812570533458637)	(57, 0.2847915241612357)	(58, 0.28908826479462313)	(59, 0.29335082292496056)	(60, 0.29721686401991776)	(61, 0.30109999636639995)	(62, 0.3051574594784372)	(63, 0.3091397210837645)	(64, 0.313610792482707)
SRR6984625 - polyg	(1, 0.04566782407482577)	(2, 0.27950349093939775)	(3, 0.27985898897111794)	(4, 0.28007433874033305)	(5, 0.2806417682909634)	(6, 0.2811715970882387)	(7, 0.2812262890931187)	(8, 0.28132200010165875)	(9, 0.2815236768696539)	(10, 0.281749281389784)	(11, 0.28197830416021913)	(12, 0.2822551824349243)	(13, 0.28253206070962944)	(14, 0.28281577548494463)	(15, 0.28307556250812477)	(16, 0.2833456042822199)	(17, 0.2836361555581451)	(18, 0.2840155813420003)	(19, 0.2843744976240255)	(20, 0.28479494241154074)	(21, 0.28507182068624587)	(22, 0.285369208462781)	(23, 0.28575205249694124)	(24, 0.28605969502439144)	(25, 0.28639810180458664)	(26, 0.28676043633691684)	(27, 0.2872150636274821)	(28, 0.28767310916835237)	(29, 0.28823712046867767)	(30, 0.28894128003150804)	(31, 0.28941641682390334)	(32, 0.29023337864679877)	(33, 0.2909580477114592)	(34, 0.2916587890239846)	(35, 0.29245524134505)	(36, 0.2934772981862456)	(37, 0.29441048051951113)	(38, 0.29540860960857174)	(39, 0.2965913242141024)	(40, 0.29784240382573307)	(41, 0.2992404682004789)	(42, 0.3009119925996248)	(43, 0.30359531908905135)	(44, 0.3058479460400476)	(45, 0.30822704825232894)	(46, 0.31030534443777014)	(47, 0.31222298285887623)	(48, 0.3159181114385833)	(49, 0.3184065976606247)	(50, 0.3198046620353705)	(51, 0.32134971117323136)	(52, 0.32275119379828215)	(53, 0.3239133989019828)	(54, 0.3252909537748986)	(55, 0.32667876339872937)	(56, 0.3281930482838452)	(57, 0.32979962592719614)	(58, 0.33160788033854216)	(59, 0.33501587589262904)	(60, 0.33677627479970507)	(61, 0.33851958245525604)	(62, 0.3408576656638774)	(63, 0.3434897183987288)	(64, 0.34630635665005044)
SRR6984626 - polya	(1, 0.010046143475581897)	(2, 0.013105239416795124)	(3, 0.0177499969228029)	(4, 0.02168518897972453)	(5, 0.025309041094700196)	(6, 0.028020594775136538)	(7, 0.03549637361372271)	(8, 0.0426680529741291)	(9, 0.05540040850696569)	(10, 0.06386451064963614)	(11, 0.07268339551684964)	(12, 0.07748020276194731)	(13, 0.08292865174600164)	(14, 0.08703399470142861)	(15, 0.0908460988743251)	(16, 0.09604837209032913)	(17, 0.10134839156717666)	(18, 0.10793721359440515)	(19, 0.11697331237460422)	(20, 0.12709186048784796)	(21, 0.14499028691785767)	(22, 0.16092292743534808)	(23, 0.16734159856407121)	(24, 0.17313396957701935)	(25, 0.17884669548853943)	(26, 0.1839295010524014)	(27, 0.19291129635435408)	(28, 0.19608985994770936)	(29, 0.19967026928008794)	(30, 0.20306242655454568)	(31, 0.20748272968380171)	(32, 0.21137447895812622)	(33, 0.21585270579751173)	(34, 0.22054452631799973)	(35, 0.22434214956336385)	(36, 0.23895340544352547)	(37, 0.24545896213744284)	(38, 0.25037523703468256)	(39, 0.2558019646274383)	(40, 0.2605408481624065)	(41, 0.265019075001792)	(42, 0.26942851743539875)	(43, 0.27323338114452905)	(44, 0.2774654322158643)	(45, 0.2810711831714245)	(46, 0.2854951065325636)	(47, 0.28962941134305537)	(48, 0.2935066796898475)	(49, 0.2975903012539759)	(50, 0.3019816425281672)	(51, 0.3060471629328802)	(52, 0.30989908965649066)	(53, 0.3139428886699051)	(54, 0.31772603098773683)	(55, 0.3217372479142034)	(56, 0.3265268146955349)	(57, 0.33038236165102847)	(58, 0.3351465868091783)	(59, 0.3397008385181088)	(60, 0.3441211416473648)	(61, 0.3483712938781155)	(62, 0.35331653063041996)	(63, 0.35775131468720833)	(64, 0.3628486011786027)
SRR6984626 - polyg	(1, 0.044785888625738256)	(2, 0.28362706688088785)	(3, 0.28386600218517194)	(4, 0.28411941841698846)	(5, 0.2847927815472437)	(6, 0.28552406838762834)	(7, 0.285589232561524)	(8, 0.2856761181267182)	(9, 0.28592591412665164)	(10, 0.28619381128600047)	(11, 0.28645446798158314)	(12, 0.28675132699599676)	(13, 0.2871205906480722)	(14, 0.28738486757553794)	(15, 0.2877505109957303)	(16, 0.28803288908261154)	(17, 0.2883369885607913)	(18, 0.288677290357802)	(19, 0.2890610349374098)	(20, 0.2893940962706543)	(21, 0.28962941134305537)	(22, 0.28995161198065056)	(23, 0.29025933169071344)	(24, 0.29066479766161984)	(25, 0.2910195803861629)	(26, 0.2913779833425891)	(27, 0.2917508672265476)	(28, 0.2921346118061554)	(29, 0.29265592519732075)	(30, 0.2932098206754339)	(31, 0.29373113406659923)	(32, 0.294386396037439)	(33, 0.2950163163850971)	(34, 0.2954941869936653)	(35, 0.296185651283336)	(36, 0.29693865951501924)	(37, 0.297749591456832)	(38, 0.2985641436305278)	(39, 0.29943299928247)	(40, 0.30032357632571083)	(41, 0.3013300007892106)	(42, 0.30235814664400884)	(43, 0.30390760588997245)	(44, 0.3052543321504829)	(45, 0.3066698428167721)	(46, 0.30795140490338685)	(47, 0.30914970165669053)	(48, 0.3108150083229131)	(49, 0.3121653548153066)	(50, 0.3131391971918585)	(51, 0.314174583510423)	(52, 0.3151158438000271)	(53, 0.31625621684320127)	(54, 0.31737848872695995)	(55, 0.3186057473353283)	(56, 0.3198185250161643)	(57, 0.3209987206100525)	(58, 0.3220268664648508)	(59, 0.32347857944997094)	(60, 0.3246804964351577)	(61, 0.3258968943478768)	(62, 0.3272906836228674)	(63, 0.3288691047238958)	(64, 0.33068284089732514)
